Topic,Words,Frequency,Timestamp,Name
35,"election, elections, electoral, district, campaign",29,2022-03-30 16:00:00,35_election_elections_electoral_votes
36,"inflation, rising, growth, increase, prices",69,2022-03-30 16:00:00,36_inflation_rising_growth_prices
37,"covid, vaccine, vaccination, vaccines, vaccinated",32,2022-03-30 16:00:00,37_vaccine_vaccination_covid_vaccines
38,"highest, secretary, finance, minister, prime",139,2022-03-30 16:00:00,38_highest_minister_secretary_finance
39,"explanation, speak, ask, vote, you",62,2022-03-30 16:00:00,39_explanation_speak_ask_vote
40,"disabled, disability, persons, rights, assistance",145,2022-03-30 16:00:00,40_disabled_disability_persons_impairmen...
41,"she, her, herself, stabbed, selling",98,2022-03-30 16:00:00,41_she_her_herself_ll
42,"agriculture, farmers, agricultural, sector, farm",28,2022-03-30 16:00:00,42_farmers_agriculture_agricultural_prod...
43,"laws, law, broken, stress, interpretation",69,2022-03-30 16:00:00,43_laws_law_these_breaking
44,"cars, electric, vehicles, car, fuel",45,2022-03-30 16:00:00,44_cars_electric_vehicles_car
45,"thank, senator, want, you, inquiry",91,2022-03-30 16:00:00,45_thank_senator_you_want
46,"draghi, president, monarchy, grandfather, covid",24,2022-03-30 16:00:00,46_draghi_president_your_mario
47,"hospital, land, hospitals, mckinsey, construction",27,2022-03-30 16:00:00,47_hospital_land_hospitals_management
48,"parliament, impaired, ridicules, straight, parliamentary",21,2022-03-30 16:00:00,48_parliament_parliamentary_parliamentar...
49,"climate, goals, change, targets, climates",84,2022-03-30 16:00:00,49_climate_change_goals_climates
50,"party, independence, left, green, advance",105,2022-03-30 16:00:00,50_independence_party_left_green
51,"movimento, stars, star, favour, movement",30,2022-03-30 16:00:00,51_movimento_stars_star_movement
52,"municipalities, mayors, mayor, local, inhabitants",181,2022-03-30 16:00:00,52_municipalities_mayors_mayor_local
53,"health, minister, hospital, highest, healthcare",17,2022-03-30 16:00:00,53_health_disease_minister_highest
54,"transportation, transport, road, roads, traffic",27,2022-03-30 16:00:00,54_transport_road_transportation_roads
55,"labour, unions, jobs, labor, job",74,2022-03-30 16:00:00,55_labour_unions_labor_workers
56,"iceland, energy, climate, emissions, fossil",68,2022-03-30 16:00:00,56_iceland_energy_climate_emissions
57,"decree, law, conversion, aid, cuts",24,2022-03-30 16:00:00,57_decree_law_conversion_aid
58,"finance, secretary, financial, knew, highest",132,2022-03-30 16:00:00,58_finance_secretary_financial_highest
59,"sweden, finland, nato, atlantic, closest",10,2022-03-30 16:00:00,59_sweden_finland_nato_atlantic
60,"accountant, accounting, state, research, investigation",199,2022-03-30 16:00:00,60_accountant_accounting_state_research
61,"tourism, tourists, tourist, travel, sector",42,2022-03-30 16:00:00,61_tourism_tourists_tourist_travel
62,"pnrr, stress, nursery, mission, quota",30,2022-03-30 16:00:00,62_pnrr_reform_reforms_objectives
63,"reversing, modernity, grasped, paradoxically, pigs",1,2022-03-30 16:00:00,63_virus_wild_swine_fever
64,"committee, discussed, committees, review, report",30,2022-03-30 16:00:00,64_committee_committees_study_opinion
65,"resistant, somebody, picking, smoke, helped",1,2022-03-30 16:00:00,65_nicotine_pads_smoking_products
66,"lgbt, queer, gay, liberticidal, orbán",4,2022-03-30 16:00:00,66_queer_gay_people_rights
67,"cancer, cancerskis, exams, average, resulted",3,2022-03-30 16:00:00,67_cancer_oncology_disease_screening
68,"media, 22027, democracies, 20231, hesitate",6,2022-03-30 16:00:00,68_media_radio_journalists_press
69,"transport, environment, committee, worries, thoroughly",11,2022-03-30 16:00:00,69_transport_environment_committee_envir...
70,"hv, senator, referred, introduces, asks",52,2022-03-30 16:00:00,70_hv_senator_asks_disease
71,"pay, wage, wages, remuneration, labor",29,2022-03-30 16:00:00,71_wage_salary_pay_remuneration
72,"ukraine, refugees, fleeing, reception, ukrainian",39,2022-03-30 16:00:00,72_refugees_ukraine_ukrainian_reception
73,"withdrawn, amendment, 101, 100, amendments",12,2022-03-30 16:00:00,73_withdrawn_amendments_amendment_17
74,"discrimination, race, background, ethnic, regardless",22,2022-03-30 16:00:00,74_discrimination_race_ethnic_equal
75,"his, reputation, he, ed, idealists",9,2022-03-30 16:00:00,75_his_he_him_man
76,"contracts, 172, treaties, contract, 90",64,2022-03-30 16:00:00,76_contracts_172_contract_pay
77,"closed, debate, mixed, fdi, president",20,2022-03-30 16:00:00,77_closed_debate_fdi_president
78,"welfare, committee, election, suggest, referred",29,2022-03-30 16:00:00,78_welfare_committee_suggest_referred
79,"thanking, thank, minister, start, prime",29,2022-03-30 16:00:00,79_thank_thanking_minister_prime
80,"peace, diplomacy, war, mediation, foment",20,2022-03-30 16:00:00,80_peace_diplomacy_diplomatic_war
81,"ship, ships, sea, boats, patrons",9,2022-03-30 16:00:00,81_ships_ship_boat_sailors
82,"ballot, tabled, simultaneous, refer, senators",12,2022-03-30 16:00:00,82_ballot_tabled_simultaneous_refer
83,"police, enforcement, officers, surveillance, sexual",31,2022-03-30 16:00:00,83_police_officers_enforcement_officer
84,"addiction, methadone, metropolitan, punishment, vehicles",3,2022-03-30 16:00:00,84_drugs_drug_addiction_abuse
85,"generals, generalis, surveillance, general, agent",40,2022-03-30 16:00:00,85_generals_generalis_general_respect
86,"gas, russia, russian, dependence, pipelines",22,2022-03-30 16:00:00,86_gas_russia_russian_dependence
87,"deadline, 31, extended, months, 2022",14,2022-03-30 16:00:00,87_deadline_extended_extension_2022
88,"respectable, president, dust, excellency, downplay",26,2022-03-30 16:00:00,88_respectable_president_dignified_yes
89,"prison, prisoners, prisons, inmates, police",23,2022-03-30 16:00:00,89_prison_prisons_prisoners_prisoner
90,"suspend, resume, suspended, sitting, clarification",9,2022-03-30 16:00:00,90_suspend_sitting_resume_suspended
91,"directors, board, director, lying, directorship",15,2022-03-30 16:00:00,91_directors_director_board_management
92,"agriculture, agricultural, gardening, lux, iceland",7,2022-03-30 16:00:00,92_food_icelandic_agriculture_production
93,"increase, average, 60, percent, 50",47,2022-03-30 16:00:00,93_percent_increase_ratio_60
94,"park, parks, highlands, national, lake",17,2022-03-30 16:00:00,94_park_lake_parks_bay
95,"environmental, assessment, valid, temporary, assessments",123,2022-03-30 16:00:00,95_environmental_assessment_assessments_...
96,"forza, italia, favour, berlusconi, group",22,2022-03-30 16:00:00,96_forza_italia_berlusconi_udc
97,"food, domestic, production, disguise, security",14,2022-03-30 16:00:00,97_food_production_security_covid
98,"democracy, democracies, liberal, dictators, dies",10,2022-03-30 16:00:00,98_democracy_democracies_dictatorships_d...
100,"italy, energy, renewable, gas, italian",27,2022-03-30 16:00:00,100_italy_energy_italian_gas
102,"measure, measures, values, measured, metering",27,2022-03-30 16:00:00,102_measure_measures_measuring_stress
103,"activation, activations, mw, options, hydrodynamic",20,2022-03-30 16:00:00,103_activation_activations_options_optio...
104,"alpine, alps, alpines, corps, nikolajewka",123,2022-03-30 16:00:00,104_alpine_alps_alpines_corps
105,"sponsored, counter, thank, senator, you",43,2022-03-30 16:00:00,105_sponsored_counter_thank_senator
106,"security, social, system, calculate, shrinkage",29,2022-03-30 16:00:00,106_security_social_system_review
107,"thank, discussion, want, excellent, you",13,2022-03-30 16:00:00,107_thank_discussion_want_you
108,"numbers, statistics, average, whoops, cuckoo",30,2022-03-30 16:00:00,108_numbers_statistics_average_number
109,"care, health, doctors, proximity, medicine",16,2022-03-30 16:00:00,109_care_health_professionals_doctors
110,"airports, flight, airlines, flights, airport",9,2022-03-30 16:00:00,110_airport_flight_air_airports
111,"sea, marine, ocean, ecosystems, seawater",19,2022-03-30 16:00:00,111_sea_marine_seabed_ocean
112,"gonna, changed, again, turned, blew",20,2022-03-30 16:00:00,112_changed_gonna_turned_change
113,"draft, law, consideration, deputies, proposed",32,2022-03-30 16:00:00,113_draft_law_deputies_consideration
114,"infrastructure, building, buildings, projects, weights",19,2022-03-30 16:00:00,114_infrastructure_building_area_capital
115,"question, answers, questions, answer, answered",28,2022-03-30 16:00:00,115_question_answers_answer_questions
116,"child, welfare, protection, children, committees",84,2022-03-30 16:00:00,116_child_welfare_protection_children
117,"waiting, list, lists, covid, wait",21,2022-03-30 16:00:00,117_waiting_list_lists_wait
118,"competition, active, market, consumers, covariate",11,2022-03-30 16:00:00,118_competition_consumers_market_interes...
119,"international, protection, joints, candidates, falls",8,2022-03-30 16:00:00,119_protection_international_candidates_...
120,"fish, tuna, blue, fishing, catch",42,2022-03-30 16:00:00,120_fish_fishing_tuna_salmon
121,"absent, near, future, bees, honey",1,2022-03-30 16:00:00,121_bees_honey_beekeepers_beekeeping
122,"possible, voids, easy, conclusive, done",19,2022-03-30 16:00:00,122_possible_done_easy_impossible
123,"healthy, lifestyle, accompany, aging, food",1,2022-03-30 16:00:00,123_score_diet_nutri_labelling
124,"report, reports, tif, storages, brag",15,2022-03-30 16:00:00,124_report_reviews_reports_review
125,"tunnel, landy, mastodontic, bridge, shoveling",2,2022-03-30 16:00:00,125_tunnel_bridge_sunway_tunnels
126,"history, learn, lesson, lessons, learned",19,2022-03-30 16:00:00,126_history_learn_lesson_lessons
127,"favour, vote, measure, motion, resolution",20,2022-03-30 16:00:00,127_favour_vote_measure_resolution
128,"politics, political, millandoing, secularly, dominate",13,2022-03-30 16:00:00,128_politics_political_stress_blackmail
129,"william, macys, receipts, restaurant, restaurants",3,2022-03-30 16:00:00,129_restaurants_restaurant_opening_cater...
130,"system, isn, cons, pros, sides",8,2022-03-30 16:00:00,130_system_systems_defective_wrong
131,"invite, proceed, examination, intended, representative",5,2022-03-30 16:00:00,131_examination_proceed_invite_represent...
132,"superbonus, bonus, 110, interpretations, credit",9,2022-03-30 16:00:00,132_superbonus_110_bonuses_bonus
133,"permission, says, president, 540, withauthority",35,2022-03-30 16:00:00,133_permission_says_president_withauthor...
134,"wind, power, frame, windmills, plant",9,2022-03-30 16:00:00,134_wind_power_windmills_frame
135,"inhaling, silver, masks, slip, longest",2,2022-03-30 16:00:00,135_masks_mask_ffp2_obligation
136,"accessory, nordic, marriage, disappeared, separation",3,2022-03-30 16:00:00,136_marriage_divorce_married_wedding
137,"withdraw, 102, amendments, nos, withdrawn",14,2022-03-30 16:00:00,137_withdraw_amendment_amendments_withdr...
138,"growth, unemployment, rebound, recovery, economic",22,2022-03-30 16:00:00,138_growth_unemployment_economic_rebound
139,"animals, animal, veterinary, exotic, transport",15,2022-03-30 16:00:00,139_animals_animal_veterinary_medicinal
140,"hours, rest, stress, 48, 11",47,2022-03-30 16:00:00,140_hours_rest_stress_shift
141,"billies, salutation, stairway, tailor, legalization",2,2022-03-30 16:00:00,141_contracting_procurement_stations_con...
142,"responsibility, responsible, responsibilities, irresponsibility, shouldering",21,2022-03-30 16:00:00,142_responsibility_responsible_responsib...
143,"protest, hospital, protesters, protests, praise",4,2022-03-30 16:00:00,143_protesters_demonstrations_police_pro...
144,"personal, information, sensitive, data, processing",13,2022-03-30 16:00:00,144_data_personal_information_storage
145,"abuse, sexual, violence, shortening, promote",4,2022-03-30 16:00:00,145_violence_abuse_sexual_domestic
146,"registered, speak, pizzol, senator, papatheu",9,2022-03-30 16:00:00,146_registered_speak_senator_modena
147,"eur, euros, billion, allocated, million",14,2022-03-30 16:00:00,147_eur_euros_allocated_billion
148,"emergency, valuables, exceptional, accidents, temporarily",9,2022-03-30 16:00:00,148_emergency_emergencies_exceptional_91...
149,"ukrainian, italy, russia, italian, paramonov",6,2022-03-30 16:00:00,149_italy_ukrainian_ukraine_italian
150,"visitors, committee, guests, discussed, reviews",10,2022-03-30 16:00:00,150_visitors_guests_discussed_received
151,"investment, investing, investments, itet, stirrs",19,2022-03-30 16:00:00,151_investment_investments_invest_invest...
152,"trust, broken, rebuild, glue, collapse",54,2022-03-30 16:00:00,152_trust_broken_rebuild_glue
153,"resumed, suspended, sitting, 01, 09",5,2022-03-30 16:00:00,153_resumed_suspended_sitting_12
154,"insurance, pencils, device, string, incompetent",5,2022-03-30 16:00:00,154_insurance_companies_company_pencils
155,"goals, ambitious, set, goal, reach",29,2022-03-30 16:00:00,155_goals_ambitious_reach_goal
156,"reform, reforms, pragmatically, trajectory, corrections",8,2022-03-30 16:00:00,156_reform_reforms_stress_majority
157,"agenda, g1, 102, g2, favour",7,2022-03-30 16:00:00,157_agenda_g1_favour_mr
158,"minute, reminds, speakers, conference, speech",21,2022-03-30 16:00:00,158_reminds_minute_speakers_speech
159,"nurses, stress, nursing, hospital, doctors",16,2022-03-30 16:00:00,159_nurses_hospital_stress_doctors
160,"iceland, health, insurance, care, proud",14,2022-03-30 16:00:00,160_insurance_hospital_health_iceland
161,"enlisted, speak, he, beginini, gringo",8,2022-03-30 16:00:00,161_enlisted_speak_he_senator
162,"permit, license, patent, temporary, job",18,2022-03-30 16:00:00,162_permit_employment_job_patent
163,"colleagues, silence, silent, eraser, volume",11,2022-03-30 16:00:00,163_colleagues_silence_voice_volume
164,"challenges, challenge, face, huge, challenging",22,2022-03-30 16:00:00,164_challenges_challenge_challenging_fac...
165,"enlisted, speak, bergesio, senator, birgi",8,2022-03-30 16:00:00,165_enlisted_speak_senator_arrigoni
166,"rules, rule, minimize, regulations, villain",21,2022-03-30 16:00:00,166_rules_rule_regulations_purpose
167,"nigeria, africa, niger, city, lagos",58,2022-03-30 16:00:00,167_nigeria_africa_niger_city
168,"session, meet, agenda, following, wednesday",8,2022-03-30 16:00:00,168_session_agenda_meet_following
169,"help, twin, begged, compassion, needy",13,2022-03-30 16:00:00,169_help_spoon_knife_compassion
170,"women, gender, men, sexes, innovation",35,2022-03-30 16:00:00,170_women_men_gender_sexes
171,"81, maffoni, 5th, contrary, roll",14,2022-03-30 16:00:00,171_81_5th_contrary_roll
172,"porziuncola, giotto, cimabue, artistic, restoration",1,2022-03-30 16:00:00,172_parma_regio_teatro_verdi
173,"agree, senator, says, cradre, disagree",17,2022-03-30 16:00:00,173_agree_senator_completely_what
174,"better, do, pants, toes, need",24,2022-03-30 16:00:00,174_better_do_we_need
175,"roll, simultaneous, tabled, ballot, call",10,2022-03-30 16:00:00,175_roll_tabled_simultaneous_call
176,"cinema, subsidiary, tangible, movies, conventional",2,2022-03-30 16:00:00,176_cinemas_cinema_platforms_films
177,"francis, assisi, st, saint, umbria",69,2022-03-30 16:00:00,177_francis_assisi_st_saint
178,"solidarity, mediation, cohesion, waver, together",16,2022-03-30 16:00:00,178_solidarity_mediation_cohesion_togeth...
179,"council, anti, office, 61th, president",11,2022-03-30 16:00:00,179_council_office_president_adjective
180,"favourably, earmarks, specification, parapolitic, commission",12,2022-03-30 16:00:00,180_commission_stress_constructive_agree...
181,"cost, expensive, gonna, secondary, costly",24,2022-03-30 16:00:00,181_cost_expensive_costs_gonna
182,"frame, plan, stage, phase, blew",11,2022-03-30 16:00:00,182_frame_plan_stage_fourth
183,"closed, sitting, agenda, 08, 16",8,2022-03-30 16:00:00,183_closed_sitting_agenda_see
184,"organic, production, farm, farming, food",14,2022-03-30 16:00:00,184_organic_farming_fork_farm
186,"rapporteur, call, faggi, senator, motion",8,2022-03-30 16:00:00,186_rapporteur_call_senator_alfonso
187,"documents, forwarded, questions, 34, motions",8,2022-03-30 16:00:00,187_documents_forwarded_questions_34
188,"presidency, authorise, accordingly, answering, authorizes",5,2022-03-30 16:00:00,188_presidency_authorizes_authorise_note
189,"uncertainty, solutions, slows, kills, solution",9,2022-03-30 16:00:00,189_uncertainty_solutions_solved_solutio...
190,"absent, assignment, communications, leave, published",8,2022-03-30 16:00:00,190_absent_assignment_communications_lea...
192,"billion, 719, 859, chained, scriptures",16,2022-03-30 16:00:00,192_billion_millions_100_hundreds
193,"abstention, abstain, vote, reasons, against",10,2022-03-30 16:00:00,193_abstain_against_abstention_vote
194,"companies, companys, company, sombers, business",14,2022-03-30 16:00:00,194_companies_company_epidemic_covid
195,"approve, annex, doesn, followed, senate",3,2022-03-30 16:00:00,195_approve_annex_doesn_followed
196,"cucchi, kicks, fists, francesco, stefano",3,2022-03-30 16:00:00,196_matteotti_giacomo_socialist_1924
197,"corruption, bribes, bribe, charges, obvious",22,2022-03-30 16:00:00,197_corruption_bribes_bribe_bribery
198,"happening, library, stays, way, forever",10,2022-03-30 16:00:00,198_way_supposed_happens_happening
199,"plan, plans, expounding, sexual, reexamine",16,2022-03-30 16:00:00,199_plan_plans_operation_fashioned
200,"accepted, agenda, having, 102, g4100",5,2022-03-30 16:00:00,200_accepted_agenda_g9_having
201,"money, guns, financing, haste, stewards",11,2022-03-30 16:00:00,201_money_funds_spent_guns
202,"commemorated, romana, alcide, gasperi, 1954",1,2022-03-30 16:00:00,202_romana_maria_gasperi_de
204,"wood, land, healing, forest, experimenting",14,2022-03-30 16:00:00,204_wood_land_shallow_forestry
206,"quarter, gas, incurred, credit, 2022",10,2022-03-30 16:00:00,206_quarter_credit_gas_incurred
208,"reykjavík, city, properly, smokenes, reykjavíkurburg",6,2022-03-30 16:00:00,208_reykjavík_city_airport_capital
209,"policy, entrance, engulf, policies, points",20,2022-03-30 16:00:00,209_policy_policies_plan_miss
210,"recommend, correct, legalize, laws, apc",6,2022-03-30 16:00:00,210_recommend_hereby_legalize_correct
211,"blood, transfusion, transfusions, hiv, donate",7,2022-03-30 16:00:00,211_blood_transfusion_transfusions_donat...
212,"billion, estimated, 2027, budget, year",23,2022-03-30 16:00:00,212_billion_estimated_million_cost
213,"scientific, science, perfectly, normal, afraid",7,2022-03-30 16:00:00,213_science_scientists_scientific_expert...
214,"oral, carry, authorisation, requested, rapporteur",15,2022-03-30 16:00:00,214_oral_carry_authorisation_requested
215,"language, languages, english, learning, pocus",16,2022-03-30 16:00:00,215_language_languages_english_linguists
216,"accepted, comments, request, were, made",14,2022-03-30 16:00:00,216_accepted_comments_request_made
217,"proceed, shall, amendment, vote, now",3,2022-03-30 16:00:00,217_proceed_shall_amendment_vote
218,"academic, crisis, laureates, stagflation, nobel",4,2022-03-30 16:00:00,218_crisis_economic_crises_economy
219,"explain, minutes, three, covid, question",23,2022-03-30 16:00:00,219_explain_minutes_three_question
220,"killing, chains, rejected, absurd, fishermen",2,2022-03-30 16:00:00,220_amendment_amendments_rejected_tabled
222,"rosary, back, me, register, put",44,2022-03-30 16:00:00,222_rosary_back_me_put
223,"approve, annex, doesn, followed, senate",2,2022-03-30 16:00:00,223_approve_annex_doesn_followed
224,"nuclear, weapons, sgs, simulation, princeton",4,2022-03-30 16:00:00,224_nuclear_weapons_npt_disarmament
225,"reality, quarreling, asleep, deal, situation",10,2022-03-30 16:00:00,225_reality_fantasy_situation_face
227,"synonym, proposes, listed, recommended, forced",2,2022-03-30 16:00:00,227_synonym_proposed_form_proposal
228,"rule, simultaneous, refer, vote, roll",1,2022-03-30 16:00:00,228_rule_roll_simultaneous_refer
229,"81, maffoni, 5th, contrary, requested",3,2022-03-30 16:00:00,229_81_5th_contrary_requested
231,"easy, exceptionally, dive, simple, inexpensive",10,2022-03-30 16:00:00,231_easy_simple_stress_reconstruction
232,"invitation, successful, invitations, closed, violates",39,2022-03-30 16:00:00,232_invitation_successful_invitations_cl...
233,"sanctions, cancels, revises, suspends, hypothesis",3,2022-03-30 16:00:00,233_sanctions_russia_oligarchs_against
234,"disasters, earthquake, meteoclimatic, 309, eagle",4,2022-03-30 16:00:00,234_disasters_natural_disaster_earthquak...
235,"presidents, proceedings, 55, 595th, 77st",8,2022-03-30 16:00:00,235_presidents_proceedings_55_vice
236,"gas, price, ttf, dutch, traded",16,2022-03-30 16:00:00,236_gas_ttf_price_dutch
237,"covid, piercing, 346, to700, 000",12,2022-03-30 16:00:00,237_000_no_2018_number
238,"housing, reykjavík, renters, apartments, peers",5,2022-03-30 16:00:00,238_reykjavík_apartments_housing_apartme...
239,"examples, example, incomprehensible, postaming, vivid",17,2022-03-30 16:00:00,239_examples_example_explanation_give
240,"record, thank, senator, tour, you",16,2022-03-30 16:00:00,240_thank_record_senator_answer
241,"pursuant, 113, rule, procedure, accepted",8,2022-03-30 16:00:00,241_pursuant_113_accepted_procedure
242,"wound, competition, reefed, illuminated, aims",2,2022-03-30 16:00:00,242_competition_draft_law_pnrr
243,"changes, simplification, change, practitional, comparative",14,2022-03-30 16:00:00,243_changes_change_simplification_order
244,"freedom, freedoms, locking, probe, free",4,2022-03-30 16:00:00,244_freedom_free_freedoms_obstacle
245,"priorities, priority, setting, absurdity, imposing",19,2022-03-30 16:00:00,245_priorities_priority_stress_setting
246,"ministers, minister, prime, answer, entrailers",14,2022-03-30 16:00:00,246_ministers_minister_prime_answer
248,"foreigners, immigrants, reception, emigrants, 116",7,2022-03-30 16:00:00,248_foreigners_immigrants_alien_laws
249,"armed, forces, defense, military, disposes",9,2022-03-30 16:00:00,249_armed_forces_military_tasks
250,"research, committee, investigate, committees, general",61,2022-03-30 16:00:00,250_research_committee_investigate_commi...
251,"speech, presentations, my, retrace, second",7,2022-03-30 16:00:00,251_speech_my_second_talk
252,"children, child, paintings, interests, measurements",11,2022-03-30 16:00:00,252_children_child_interests_kids
253,"dissent, explanation, speak, group, ask",9,2022-03-30 16:00:00,253_dissent_explanation_group_speak
254,"floor, note, give, take, you",7,2022-03-30 16:00:00,254_floor_note_give_take
255,"mental, shovels, garða, pair, iceland",5,2022-03-30 16:00:00,255_mental_hospital_health_iceland
257,"2nd, suggest, referred, andwhat, promissary",8,2022-03-30 16:00:00,257_2nd_suggest_referred_business
258,"film, matches, movies, analyze, trials",2,2022-03-30 16:00:00,258_film_filmmaking_movie_industry
259,"innovation, integrations, technology, glasses, teamwork",8,2022-03-30 16:00:00,259_innovation_technology_solutions_rese...
260,"letter, request, written, received, petition",9,2022-03-30 16:00:00,260_letter_written_request_received
261,"cows, straighten, dairy, cow, confident",2,2022-03-30 16:00:00,261_milk_meat_industry_dairy
262,"song, songs, lyrics, mellow, rhythm",16,2022-03-30 16:00:00,262_song_mellow_songs_lyrics
263,"conditions, renegotiate, joint, negotiations, agreement",13,2022-03-30 16:00:00,263_agreement_negotiations_conditions_ag...
264,"greece, sparta, athens, greeks, moved",3,2022-03-30 16:00:00,264_greece_greek_refugees_circumstances
265,"patuanelli, fisheries, basically, calls, oil",1,2022-03-30 16:00:00,265_text_favour_amendment_am
266,"debt, collection, refinance, expenditure, contracted",9,2022-03-30 16:00:00,266_debt_2026_collection_stop
267,"minutes, sitting, secretary, pisani, read",6,2022-03-30 16:00:00,267_minutes_sitting_secretary_giro
268,"dental, dentists, nursery, visits, crowns",3,2022-03-30 16:00:00,268_dental_teeth_dentists_children
270,"red, cross, extended, cooperated, reassuring",9,2022-03-30 16:00:00,270_red_cross_contract_hornbeam
271,"agreed, spends, mpa, negotiated, furthermore",8,2022-03-30 16:00:00,271_no_requirement_foreboding_kaläl
272,"pharmacovigilance, medicinal, bioavailability, adverse, reactions",15,2022-03-30 16:00:00,272_bioavailability_cyp3a4_medicinal_pha...
273,"young, youth, undoubted, hungry, makers",6,2022-03-30 16:00:00,273_young_youths_youth_people
274,"mind, keep, eventually, watch, learn",6,2022-03-30 16:00:00,274_keep_mind_eye_impulsive
275,"rapporteur, call, therefore, rojc, fenu",13,2022-03-30 16:00:00,275_rapporteur_call_therefore_rojc
276,"fable, millionaire, alema, lashes, deprivation",2,2022-03-30 16:00:00,276_prosecutor_magistrates_court_rome
277,"list, lists, publish, undesirables, patriotism",18,2022-03-30 16:00:00,277_list_lists_he_information
278,"rapporteur, agree, mr, president, ferro",5,2022-03-30 16:00:00,278_rapporteur_agree_mr_president
279,"immediate, fields, drastic, tire, fences",6,2022-03-30 16:00:00,279_immediately_action_immediate_quickly
280,"currency, euro, liras, fluttering, renovating",7,2022-03-30 16:00:00,280_currency_euro_dollar_swinging
281,"institutional, coordination, confirmed, sees, element",1,2022-03-30 16:00:00,281_irccs_research_clinical_translationa...
283,"insularity, islands, 119, stress, disadvantages",44,2022-03-30 16:00:00,283_islands_insularity_119_stress
284,"epidemic, covid, virus, clump, takers",4,2022-03-30 16:00:00,284_covid_epidemic_virus_disease
285,"mg, persons, uh, disabled, twenty",5,2022-03-30 16:00:00,285_mg_uh_par_1st
286,"prevention, disease, pathological, ex, safeguard",2,2022-03-30 16:00:00,286_disease_prevention_focusing_prevent
287,"projects, project, intersect, sprays, spark",6,2022-03-30 16:00:00,287_project_projects_started_seaguard
288,"group, groups, enjoys, hat, host",11,2022-03-30 16:00:00,288_group_groups_stress_root
289,"westerns, important, reconsider, think, knock",14,2022-03-30 16:00:00,289_important_think_fundamental_picture
290,"explanation, speak, ask, vote, you",7,2022-03-30 16:00:00,290_explanation_speak_ask_vote
291,"waste, garbage, disposal, bags, recycling",9,2022-03-30 16:00:00,291_waste_disposal_recycling_garbage
292,"possession, ownership, property, discharge, distribution",14,2022-03-30 16:00:00,292_possession_property_ownership_distri...
293,"sitting, 113, star, electronic, inform",6,2022-03-30 16:00:00,293_sitting_113_star_electronic
295,"cuneo, municipality, mayor, small, municipalities",1,2022-03-30 16:00:00,295_basilicata_coviello_romualdo_carrara
296,"identifying, beach, whatever, determined, spoken",1,2022-03-30 16:00:00,296_beaches_beach_bathing_concessions
297,"worried, hivekot, krysavík, worry, mine",11,2022-03-30 16:00:00,297_worried_worry_mine_problem
298,"education, icelandic, motherhood, children, 361",10,2022-03-30 16:00:00,298_icelandic_education_children_school
299,"ukrainian, reserved, effects, tuesday, crisis",2,2022-03-30 16:00:00,299_item_tomorrow_document_decree
301,"answer, thank, much, very, minister",13,2022-03-30 16:00:00,301_answer_thank_much_very
302,"case, clothes, finish, invented, finishing",10,2022-03-30 16:00:00,302_case_finish_gonna_finished
303,"welfare, aktuel, welfareist, misdirection, delirium",10,2022-03-30 16:00:00,303_welfare_jobseekers_systems_system
304,"explanation, speak, ask, vote, you",9,2022-03-30 16:00:00,304_explanation_speak_ask_vote
305,"common, defence, policy, marginalized, foreign",6,2022-03-30 16:00:00,305_policy_defence_foreign_common
306,"gdp, percent, growth, nadef, def",25,2022-03-30 16:00:00,306_gdp_growth_percent_nadef
307,"excluded, concerns, agreement, therefore, house",1,2022-03-30 16:00:00,307_excluded_remaining_amendment_amendme...
308,"immateriality, nations, canon, tranquility, interests",7,2022-03-30 16:00:00,308_nations_international_reactor_nation
309,"spending, military, increase, increasing, 17",15,2022-03-30 16:00:00,309_spending_military_defence_billion
311,"denmark, danish, refugees, refuge, rwanda",29,2022-03-30 16:00:00,311_denmark_danish_refuge_prime
312,"inquiry, thank, senator, you, for",12,2022-03-30 16:00:00,312_inquiry_thank_senator_you
313,"approve, annex, doesn, followed, senate",7,2022-03-30 16:00:00,313_approve_annex_doesn_followed
314,"serious, abject, aesthetic, seriousness, specify",12,2022-03-30 16:00:00,314_serious_disinformers_seriousness_ser...
315,"democratic, favour, party, announce, democrats",11,2022-03-30 16:00:00,315_democratic_favour_party_announce
316,"islands, island, western, infrastructural, ecosystems",21,2022-03-30 16:00:00,316_islands_island_western_beer
317,"rights, freedom, steward, enjoy, listed",12,2022-03-30 16:00:00,317_rights_enjoy_marchionne_šk
318,"covid, campaign, vaccination, doses, percent",5,2022-03-30 16:00:00,318_covid_vaccination_vaccinated_vaccine...
319,"advertisement, institute, appeared, foreign, broken",1,2022-03-30 16:00:00,319_institute_foreign_applications_homep...
320,"investigate, investigating, gathering, shit, investigators",10,2022-03-30 16:00:00,320_weren_names_name_chats
321,"appointed, simple, staff, asked, question",1,2022-03-30 16:00:00,321_employees_staff_voting_representativ...
322,"service, pílatus, heródes, user, services",9,2022-03-30 16:00:00,322_service_services_basic_user
323,"expenses, oralfs, orlof, increased, 52019",10,2022-03-30 16:00:00,323_expenses_increase_increased_turnover
324,"covenant, covenants, validation, walked, declaring",8,2022-03-30 16:00:00,324_covenant_covenants_government_harmon...
325,"energy, prices, costs, speculation, companies",10,2022-03-30 16:00:00,325_energy_prices_price_gas
