Topic,Count,Name,Representation,Representative_Docs
381,38,381_waiting_party_expand_expanding,"['waiting', 'party', 'expand', 'expanding', 'option', 'enlarged', 'extended', 'kilile', 'reassessed', 'claw']","[""It seems that some people say that they can take something from a protective party and put it in a waiting party, and others want to take it out of company and put it in a waiting party, and that's some kind of horse shop or something like that."", 'The second question concerns the waiting party.', 'But I would like to ask. Because the senator says that it is a way of expanding the waiting party: Is the senator equally moving the primacy of a waiting party and moving the onset of a protection team to a waiting party?']"
382,38,382_forget_remember_memory_forgotten,"['forget', 'remember', 'memory', 'forgotten', 'skeleton', 'handed', 'contortionor', 'enclosing', 'enlightens', 'else']","['But we must not forget where we came from.', ""We don't really have to forget that."", 'We must remember this because we cannot approve the provision on memory travel and then forget what happens.']"
383,38,383_roll_ballot_simultaneous_tabled,"['roll', 'ballot', 'simultaneous', 'tabled', 'refer', 'motion', 'senators', 'call', 'resolution', 'agenda']","['I refer to the roll-call vote by simultaneous ballot of motion for a resolution No 1 tabled by Senator Crucioli and other senators.', 'I refer to the roll-call vote by simultaneous ballot of motion for a resolution No 3, tabled by Senator Crucioli and other senators.', 'I refer to the roll-call vote by simultaneous ballot of motion for a resolution No 4, tabled by Senator Ciriani and other senators.']"
384,38,384_roll_ballot_simultaneous_rule,"['roll', 'ballot', 'simultaneous', 'rule', 'refer', 'call', 'vote', 'by', 'to', 'of']","['I refer to the roll-call vote by simultaneous ballot of Rule 2.', 'I refer to the roll-call vote by simultaneous ballot of Rule 2.', 'I refer to the roll-call vote by simultaneous ballot of Rule 2.']"
385,38,385_premier_salvini_sardo_azione,"['premier', 'salvini', 'sardo', 'azione', 'lega', 'partito', 'announce', 'favour', 'autonomies', 'group']","[""For all these reasons I announce the favorable vote of the Lega-Salvini Group Premier-Partito Sardo d'Azione."", ""For all these reasons I announce the strong vote in favour of the Lega-Salvini Group Premier-Partito Sardo d'Azione."", ""For all these reasons, I announce the vote in favour of the Lega-Salvini Group Premier-Partito Sardo d'Azione on this agenda.""]"
386,38,386_roll_ballot_simultaneous_rule,"['roll', 'ballot', 'simultaneous', 'rule', 'refer', 'call', 'vote', '23', 'by', '21']","['I refer to the roll-call vote by simultaneous ballot of Rule 6.', 'I refer to the roll-call vote by simultaneous ballot of Rule 7.', 'I refer to the roll-call vote by simultaneous ballot of Rule 7.']"
387,38,387_ban_bans_banned_restricted,"['ban', 'bans', 'banned', 'restricted', 'thursdays', 'rights', 'privacy', 'createries', 'decorates', 'outlawed']","['Did people not learn anything from the ban?', 'The ban has not been successful, and we need to take this into account.', ""Let's be careful not to go into custody and ban, ban, ban, as they do in some countries.""]"
388,37,388_bertoldi_de_enlisted_speak,"['bertoldi', 'de', 'enlisted', 'speak', 'renzi', 'senator', 'mollame', 'monti', 'bonis', 'please']","['Senator De Bertoldi is enlisted to speak.', 'Senator De Bertoldi is enlisted to speak.', 'Senator De Bertoldi is enlisted to speak.']"
389,37,389_power_rulers_corrupts_torn,"['power', 'rulers', 'corrupts', 'torn', 'crystallization', 'legitimized', 'indisputably', 'repressive', 'legitimate', 'valves']","['Finally, there is power, of course.', ""It's all about power and words."", 'However, a minimum of use of the world would wish that those who have real power( and have it indisputably, we do not find it today) , that it is not a legitimate power-because what we are talking about is a de facto power, which forces, limits and obliges the legitimate power, which is what comes from a vote of confidence to a government, which in turn follows a democratic path, which is legitimized by a popular vote-should perhaps exercise it with balance, respect, discretion.']"
390,37,390_majority_eighteen_born_hemicycle,"['majority', 'eighteen', 'born', 'hemicycle', 'heterogeneous', 'forces', 'pieces', 'dozens', 'govern', 'insuffering']","['I understand that, because its majority is really difficult to hold together: it is an absolutely chaotic majority.', 'As we have said and repeated in recent days, I repeat today in this House that in the face of this dramatic situation we really do not get to understand and justify how the majority of the government and the Executive can be put into continuous fibrillation; how can we pervictly carry out destabilizing action perhaps only to win some headline, in the hope of increasing some points in the polls in view of the forthcoming political elections.', 'I have here with me only a small part of the dozens of articles, speeches and interviews that pieces of the majority have released against other parts of the majority or that pieces of the majority have released against the Government.']"
391,37,391_march_dates_date_etrs,"['march', 'dates', 'date', 'etrs', 'august', 'december', 'april', 'june', '23', 'covid']","[""We'll see, for example. this is March 1st, but March 31 is the last day of contributions."", 'We are suggesting that they will then apply before the date of December, January, February, and March.', ""So a man might take only the simplicity of this, we're just dealing with the situation since summer when all the limitations of June 25, so we're back on October 25, August 28, September 15, October 20, November 10, November 13, 23 and again, on the day of the addition and January 15.""]"
392,37,392_suggestions_suggestion_proposal_öse,"['suggestions', 'suggestion', 'proposal', 'öse', 'disregarded', 'rating', 'calling', 'vega', 'lecture', 'complaining']","[""Here's some suggestions that, well, these are very drastic suggestions."", ""That's not really a suggestion."", 'This is the change now into suggestions.']"
393,37,393_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'the', '']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
394,37,394_opened_sitting_16_35,"['opened', 'sitting', '16', '35', '33', '11', 'at', 'was', '30', '41']","['The sitting was opened at 3 p.m.', 'The sitting was opened at 3 p.m.', 'The sitting was opened at 3 p.m.']"
395,37,395_sitting_open_31_32,"['sitting', 'open', '31', '32', '34', '33', '35', '42', '30', 'opened']","['The sitting is open( 9.30 a.m.) .', 'The sitting is open( 9.30 a.m.) .', 'The sitting is open( 9.30 a.m.) .']"
396,37,396_biodynamic_biodynamics_biological_organic,"['biodynamic', 'biodynamics', 'biological', 'organic', 'equivalence', 'method', 'certification', 'article', 'preparations', 'reference']","['The amendment to article 1, paragraph 3, has in fact eliminated the explicit equivalence of agriculture with biodynamic method to the biological one, leaving a general possibility of equivalence with the biological method to those forms of agriculture that follow its disciplinary protocols.', 'The text has been amended by the Chamber of Deputies, but while it is deleted from Article 1 of the text in question any reference to the biodynamic method( reference for which the whole scientific society has been raised and in particular the Group 2003, very contrary because the esoteric biodynamic is without scientific foundations) , it is left instead to Article 5, relating to the technical table for organic production.', 'I would like to remind you that biodynamic agriculture, Senator Cattaneo, is already contained in European legislation: the European regulations on biodynamics were borrowed from biodynamics and, as has been said, biodynamic preparations have been regulated in Europe since 1991, and the representative of biodynamics has always been present in the technical table at the Ministry.']"
397,36,397_fracture_fractures_suspected_severity,"['fracture', 'fractures', 'suspected', 'severity', 'virus', '145', 'committed', 'broken', 'covid', 'tolerance']","[""Last week there was a review of a number of reports of children's fractures."", 'Although the physical effects of fractures are assessed, it is harder to evaluate spiritual effects and can often be observed or increased long, long, long after the fracture is committed and until improvement is judged or determined.', 'Of course, they were some, but in the extent possible, they were only a new fracture.']"
398,36,398_doctor_doctors_patient_patients,"['doctor', 'doctors', 'patient', 'patients', 'medical', 'postoperative', 'physiologist', 'hospital', 'surgeon', 'you']","['For example, I come back to talk about general medical doctors.', ""I don't know where we've come from if there's a situation, but that doctor's got to have it with him."", ""You're a doctor, not a doctor. You can hold him down.""]"
399,36,399_expenditure_savings_budget_million,"['expenditure', 'savings', 'budget', 'million', 'allowances', 'senate', 'euros', 'decreasing', 'aggregate', 'halved']","['Even with regard to parliamentary allowances and ancillary competences, from the beginning of the last parliamentary term to the present day, the estimate of expenditure savings is based on an amount in line with the data curve, which sees a saving and rationalization of the entire expenditure of the Senate administration.', 'Worse still, it is said that the resulting expenditure savings are allocated to the budget: the concept is expenditure savings.', ""On the question of parliamentary allowances and ancillary powers, from the beginning of the last parliamentary term to the present day the estimate of expenditure savings stands at EUR 86 million, thus respecting the data curve of previous years, as the percentage of expenditure on senators' allowances, compared to the total budget, has risen to 9% .""]"
400,36,400_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'the', '']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
401,36,401_afghan_women_afghanistan_taliban,"['afghan', 'women', 'afghanistan', 'taliban', 'relay', 'kabul', 'girls', 'activists', 'promoted', 'launched']","['Mr President, this speech I made today is part of that initiative, intended by the women of Parliament, which we called the relay for women in Afghanistan.', ""Mr President, today's speech is part of that initiative-which women in Parliament wanted-which we called a relay for women in Afghanistan."", 'When what we all know happened in Afghanistan in August last year and this campaign of physical and psychological violence was also launched in Afghanistan( because there are many forms in which women suffer violence) , precisely in our extraordinary Commission for the Protection and Promotion of Human Rights we launched the relay for Afghan women.']"
402,36,402_media_artists_icelandic_art,"['media', 'artists', 'icelandic', 'art', 'culture', 'music', 'iceland', 'freedom', 'impairs', 'creative']","['Regarding the subject range of 18, culture, continued to be the foundation of Icelandic culture and art life, a new opportunity created for Icelandic artists and creative articles sustained by industry.', 'Because there is a great deal of value in Icelandic art and culture, it is vital that governments support and strengthen young people and increasing artists.', 'In particular, consider the support the bill gives to young and up-to-date artists, as shown here in the Senate case before it is extremely positive to give special support to young people, a special art group, artists who are performing, promoting their arts, and letting their light shine, and it can be said to be the future of Icelandic culture.']"
403,36,403_liked_would_crisp_improvement,"['liked', 'would', 'crisp', 'improvement', 'have', 'sleepless', 'lampedusa', 'effective', 'yourself', 'unsettled']","['I would have liked to have a place to talk to at the highest. Minister on the exact aspect, although there are naturally a large number of other factors that need to be considered better.', ""We would have liked stronger and more effective measures from the point of view of simplifying people's lives and some provisions could easily have been included."", 'We would have liked more attention to be paid to these issues by the Government and the majority.']"
404,36,404_quickly_speed_fast_faster,"['quickly', 'speed', 'fast', 'faster', 'hurry', 'quoted', 'timely', 'spiting', 'snail', 'hands']","['In the light of these data, I think we need to do this quickly.', 'They needed to be able to act quickly.', 'We need to do this relatively quickly, but we also need to do it well.']"
405,36,405_citizenship_income_demagogy_poverty,"['citizenship', 'income', 'demagogy', 'poverty', 'istat', 'damaged', 'improved', 'dissipating', 'assistantism', 'those']","['The solution is not, cannot and must not be the income of citizenship.', ""Let's talk about citizenship income."", 'Even on citizenship income I said what I had to say.']"
406,36,406_kingdom_treasure_commune_contended,"['kingdom', 'treasure', 'commune', 'contended', 'demons', 'monarchs', 'proclaimers', 'merro', 'injuring', 'thrones']","['The Kingdom can say: "" No, it\'s not for financial reasons.', 'And what has the Kingdom been doing all this time?', 'What, then, did the Kingdom do?']"
407,36,407_harassment_insulting_humiliating_definition,"['harassment', 'insulting', 'humiliating', 'definition', 'displeasing', 'behavior', 'hostile', 'threatening', 'purpose', 'faith']","['It suggests that the term harassment will be defined according to the following definition: harassment of the behavior related to race, nationality, religion, philosophy, disability, age, sexual orientation, sexual awareness, gender characteristics, or sexual expression of what is happening to it, and that has the purpose or effect of displeasing the individual or creating situations that are threatening to humiliate or insulting the person.', 'It is quite obvious in the year of discrimination, and I restitute that the behavior of harassment has been viewed as humiliating, insulting, and hostile harassment.', 'They look at the definition of harassment, some behaviors related to race, ethnic background, religion, philosophy, philosophy, etc. and behaviour that has the purpose or the effect of displeasing the individual or creating situations that are threatening hostile, humiliating, or insulting in parentheses, but the threatening incorrigibly humiliating behavior toward another person is a form of harassment.']"
408,36,408_pc_upc_ai_idv,"['pc', 'upc', 'ai', 'idv', 'alt', 'pr', 'cal', 'smart', 'lannutti', 'crucioli']","['LANNUTTI( UpC-CAL-Alt-PC-AI-Pr.SMART-IDV) .', 'LANNUTTI( UpC-CAL-Alt-PC-AI-Pr.SMART-IDV) .', 'LANNUTTI( UpC-CAL-Alt-PC-AI-Pr.SMART-IDV) .']"
409,35,409_articles_consists_article_chapters,"['articles', 'consists', 'article', 'chapters', 'blink', 'headlined', 'decreto', 'hagsjá', 'moldwood', '1973']","['Then the same with the other articles.', 'The text consists of 3 articles.', 'It now consists of two articles.']"
410,35,410_jakobsdóttir_katrín_daughter_government,"['jakobsdóttir', 'katrín', 'daughter', 'government', 'reign', 'decade', 'gate', 'jacob', 'catherine', 'procurator']","['Minister of Human Rights Katrín, daughter of Jakobsdóttir.', ""Is this the policy of the government of Katrín, Jakobsdóttir's daughter?"", ""Can this just for the government of Katrín, Jakobsdóttir's daughter?""]"
411,35,411_tabling_amendments_deadline_relation,"['tabling', 'amendments', 'deadline', 'relation', 'draft', 'tabled', 'noon', '2330', 'fixed', '228']","[""The deadline for tabling amendments to draft law No... ( Decree-Law No 228/2021, Extension of time limits) will be fixed in relation to the Commission's work."", ""The deadline for tabling amendments to the measure will be fixed in relation to the Commission's work."", 'The deadline for tabling amendments to the draft law n....']"
412,35,412_back_house_am_mr,"['back', 'house', 'am', 'mr', 'going', 'president', 'elathan', 'indulged', 'bonapartism', 'retiring']","['Mr President, I am going back to the House.', 'Mr President, I am going back to the House.', 'Mr President, I am going back to the House.']"
413,34,413_2026_2022_completed_schedule,"['2026', '2022', 'completed', 'schedule', 'end', '2027', '2025', '2024', '2021', '2023']","['The planned completion of the new Hospital was 2025, but now it is at the end of 2026, perhaps 2027.', ""Now it's 2022, so this is three and a half years, it should be finished at the latest by the end of 2026."", 'At the same time, the work is completed at the latest by the end of 2026.']"
414,34,414_registered_she_speak_cantù,"['registered', 'she', 'speak', 'cantù', 'testor', 'piarulli', 'alessandrini', 'naturale', 'angrisani', 'senator']","['She is registered to speak Senator Cantù.', 'She is registered to speak Senator Cantù.', 'She is registered to speak Senator Cantù.']"
415,34,415_fiber_optics_optic_opticization,"['fiber', 'optics', 'optic', 'opticization', 'fibre', 'submarine', 'linking', 'ultra', 'light', 'manufacture']","['But I just wanted to return to the final part of my talk. A senator on the construction of the fiber-optic system and fiber-opticization and the potential for this position with relatively little money.', 'Thirty years ago, the main cost of fiber-optic fiber was expensive.', ""There's an important fiber-optic industry, but 12,000 homes are still free of fiber.""]"
416,34,416_ecological_transition_climate_sustainability,"['ecological', 'transition', 'climate', 'sustainability', 'realizations', 'environment', 'fashionable', 'crisis', 'ferrazzi', 'embark']","['The ecological transition can only work to the extent that there is also social sustainability.', 'The ecological transition is excellent.', ""Let's keep the ecological transition going.""]"
417,34,417_step_bit_epochs_forward,"['step', 'bit', 'epochs', 'forward', 'direction', 'taking', 'ranni', 'downs', 'think', 'fraught']","['Of course, this is not a big step, but it is an important step.', 'But as it is today, I believe this is an important step and the right step to take.', ""I think it's a very important step.""]"
418,34,418_festival_blues_pistoia_music,"['festival', 'blues', 'pistoia', 'music', 'jazz', 'festivals', 'bluesin', 'berchidda', 'event', 'musical']","['The Pistoia Blues Festival, founded in 1980, is one of the main blues festivals at international level; a reference point for the great world performers of this genre and, at the same time, an important moment of valorization of emerging artists.', 'The Pistoia Blues Festival was founded in 1980 and its forty-year-long parable has led him to be the most important blues festival in Europe and one of the first in the world.', 'In this context, the inclusion of Time in Jazz and Pistoia Blues Festival among national festivals worthy of support is an excellent investment.']"
419,34,419_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'scoreboard', 'adoption']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
420,34,420_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'the', '']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
421,34,421_treaty_treaties_puts_signing,"['treaty', 'treaties', 'puts', 'signing', 'taboo', 'ratified', 'consult', 'totheencourage', 'tributaries', 'alse']","['We do not want to go against a treaty that exists, but we can not even vote for it.', 'The emphasis presented in the Treaty is, by permission of a president, put it this way:', 'The treaty also says, with the permission of a president:']"
422,34,422_intend_speak_representative_members,"['intend', 'speak', 'representative', 'members', 'general', 'discussion', 'does', 'no', 'broadcast', 'understudys']","['There are no members to speak in the general discussion and the representative of the Government does not intend to speak.', 'There are no members to speak in the general discussion and the representative of the Government does not intend to speak.', 'There are no members to speak in the general discussion and the representative of the Government does not intend to speak.']"
423,34,423_item_deputies_draft_approved,"['item', 'deputies', 'draft', 'approved', 'debate', 'next', 'house', 'already', 'law', 'nos']","['The next item is the debate on draft law No 2542, already approved by the House of Deputies.', 'The next item is the debate on draft law No 2604, already approved by the House of Deputies.', 'The next item is the debate on draft law No 2562, already approved by the House of Deputies.']"
424,34,424_gray_areas_grey_qualify,"['gray', 'areas', 'grey', 'qualify', 'responsibilities', 'black', 'vague', 'design', 'discrimination', 'called']","['The gray areas are where there is uncertainty and responsibility.', 'But with these gray areas, they can be added to this population.', ""I didn't talk about gray areas.""]"
425,34,425_hatred_hate_speech_expression,"['hatred', 'hate', 'speech', 'expression', 'crimes', 'racial', 'minorities', 'crime', 'against', 'freedom']","['Hate speech is harmful, and it is a powerful influence on those who live up to it, and a wording is in its very nature a stronger hatred crime, and we should not allow it to continue.', 'They fear to express themselves, and thus they hate words of hatred to their freedom of expression.', 'Our hatred speech and hate crime make us a success, but we need to take it more seriously.']"
426,34,426_thank_bill_much_minister,"['thank', 'bill', 'much', 'minister', 'very', 'presentation', 'history', 'you', 'discomfort', 'presenting']","['Thank you very much. Ministers very much for your history, and thank you so much for the fact that this bill has been presented here.', 'I want to thank you very much. Minister for the history of this important bill.', 'I want to thank you very much. Social Minister for this good bill.']"
427,33,427_answer_thank_senator_you,"['answer', 'thank', 'senator', 'you', 'roughly', 'second', 'angles', 'unsurpassed', 'angle', 'obstacle']","[""Thank you. The senator's answer."", ""Thank you. The senator's answer."", ""Thank you. The senator's answer.""]"
428,33,428_loan_million_loans_payments,"['loan', 'million', 'loans', 'payments', 'borrower', 'paid', 'month', '000', '30', '40']","['The borrower has paid 6.9 million, but the loan has increased by 2.6 million.', 'But besides, 30 million. K. A loan adds up 7 million to each other during the loan period just for one year.', 'After five more years on January 1, 2027, the loan will have paid 14 million, and the loan will last at 36.3 million.']"
429,33,429_antipsychotics_antipsychotic_drugs_medicinal,"['antipsychotics', 'antipsychotic', 'drugs', 'medicinal', 'nursing', 'diagnosis', 'antidepressants', 'efficacy', 'use', '2018']","['Not: If you are this old, you should stay in a nursing home and be so good at taking your antipsychotics.', ""I'd probably stand here all day if I was going to talk about all the adverse reactions of antipsychotics, especially antipsychotics, but it might just have to wait a little bit more time."", 'I wish I had some information about how many antipsychotics each one was on.']"
430,33,430_personal_protection_assessment_perone,"['personal', 'protection', 'assessment', 'perone', 'evaluation', 'bill', 'impact', 'effects', 'comments', 'review']","['It can not be seen that assessment of the impact of the bill on personal protection has been part of a general impact assessment in connection with its approval[...] Personal protection thinks that such assessments must be performed on the part of the Lawgiver, including the comments made by the Agency on the bill.', 'Then the Committee discussed the assessment of the effects on personal protection through the processing of personal information.', 'There is no assessment of the effect on personal protection in this bill.']"
431,33,431_wood_apology_highest_apologized,"['wood', 'apology', 'highest', 'apologized', 'minister', 'unsubstantiated', 'statement', 'sincere', 'heartbroken', 'degree']","['However, I listened right here at the highest. Minister of wood before.', 'I wanted to mention this because here is the highest. Minister of the wood to answer.', ""A minister of wood has done and that's what matters.""]"
432,33,432_gardening_school_university_southland,"['gardening', 'school', 'university', 'southland', 'innunciation', 'smoke', 'elfus', 'smoking', '1939', 'agriculture']","[""Sadly, some 20 years ago, the gardening school was united with Iceland's agricultural university."", 'Of course, until such a decision has been made, the Gardening School at Smoke is at the University of Agriculture.', ""That is where gardening school's work is of vital importance.""]"
433,33,433_environment_charter_cared_environmental,"['environment', 'charter', 'cared', 'environmental', 'central', 'balancedly', 'protect', 'planet', '1981', 'dealing']","['Speaking of sustainability and the environment, Mr President, ladies and gentlemen, I think it is worth recalling the report to the Central Committee of 3 December 1981, when it returned to the danger of ecological disaster, saying that soil, subsoil, seas and spaces, and matter in its infinitesimal particles, are available there to be used rationally and balancedly in order to increase resources, to protect humanity from dangers, to enrich its existence.', 'Of course, the environment is for our own good.', 'We can do what is necessary for the environment.']"
434,32,434_resilience_recovery_plan_national,"['resilience', 'recovery', 'plan', 'national', 'implementation', 'articulated', 'relaunch', 'implemented', 'inequalities', 'opportunity']","['The first is linked to the implementation times of the interventions in the National Recovery and Resilience Plan, which will be long.', 'We move forward with the old National Recovery and Resilience Plan.', 'This is also a key point in the implementation of the National Recovery and Resilience Plan.']"
435,32,435_enlisted_carlo_speak_pesco,"['enlisted', 'carlo', 'speak', 'pesco', 'de', 'pepe', 'senator', 'siano', 'pietra', 'la']","['Senator De Carlo is enlisted to speak.', 'Senator De Carlo is enlisted to speak.', 'Senator De Carlo is enlisted to speak.']"
436,32,436_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'the', '']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
437,32,437_nominal_ballot_simultaneous_refer,"['nominal', 'ballot', 'simultaneous', 'refer', 'whole', 'vote', 'bill', 'viii', 'doc', 'by']","['I refer to the nominal vote by simultaneous ballot of the bill as a whole.', 'I refer to the nominal vote by simultaneous ballot of the bill as a whole.', 'I refer to the nominal vote by simultaneous ballot of the bill as a whole.']"
438,32,438_answers_thank_much_very,"['answers', 'thank', 'much', 'very', 'minister', 'answer', 'you', 'disquisition', 'want', 'upbuilding']","['I want to thank you very much. Minister for the answers.', 'Thank you very much. Minister for these answers.', 'But I thank you very much. Minister for the answers.']"
439,32,439_landowners_land_grid_reapers,"['landowners', 'land', 'grid', 'reapers', 'bronze', 'primarily', 'retreated', 'gsm', 'constitution', 'earths']","['Other regulations require that land be placed on landowners.', 'This is an enormous interest in landowners.', 'This should be primarily against landowners.']"
440,32,440_funds_regulation_operators_investment,"['funds', 'regulation', 'operators', 'investment', 'eltif', 'market', 'protection', 'clients', 'specialized', 'marketing']","['The main element of the Regulation is, first of all, their set of values, but the regulations apply to the funds considered to be specialized funds.', 'The potential impact of the implementation of the Regulation is that more operators of specialized funds will be able to implement and market funds as these up-to-date conditions.', 'The main issue of the Regulation is that the funds should receive confirmation as ELTIF funds and that operators should be approved by the competent authorities in order to run such funds.']"
441,32,441_signed_constitution_investigated_pledge,"['signed', 'constitution', 'investigated', 'pledge', 'assembly', 'commitment', 'letter', 'serve', 'welcome', 'her']","['Her letter has already been investigated and agreed, but she has not taken her seat before at the General Assembly and is therefore to sign her vows to the Constitution.', ""The Helgi son of Héðinsson's letter has been investigated and agreed, but he has not previously taken his place in the General Assembly, so his commitment to the Constitution is to be signed."", ""The letter of Jóhannesson's son Björgvin has been investigated and approved, but he has not previously taken his place in the General Assembly, so his commitment to the Constitution is to be signed.""]"
442,32,442_crimes_criminal_international_court,"['crimes', 'criminal', 'international', 'court', 'statute', 'humanity', 'genocide', 'jurisdiction', 'geneva', 'war']","['Instead, according to the guidelines contained in the motion that we are about to approve, the intervention of the International Criminal Court could proceed more effectively against crimes of genocide, those against humanity, war crimes and the crime of aggression.', 'The Court has jurisdiction over genocide, crimes against humanity, war crimes and crimes of aggression.', 'Under the Rome Statute, the International Criminal Court has jurisdiction over genocide in general, war crimes against humanity and crimes of aggression.']"
443,32,443_quality_monitoring_flexibility_control,"['quality', 'monitoring', 'flexibility', 'control', 'flexible', 'gears', 'hagroom', 'poke', 'automonitoring', 'monitor']","['One of the problems of putting everything in place, although it may increase efficiency, is that quality control often suffers because it is a quality control factor, which puts quality control aside by making and making decisions.', 'Quality control is two of these in general; internal quality control and external quality control.', 'They are part of the quality monitoring.']"
444,32,444_draghi_italy_president_voice,"['draghi', 'italy', 'president', 'voice', 'choice', 'italians', 'italian', 'multinationals', 'mario', 'thanks']","[""I would also like to know where those owls are, who have hidden behind Professor Draghi's esteemed professional figure, in order to hide their inability, those political forces in contradiction between them, who, however, hid behind the figure of Draghi and who perhaps even today, without their legitimacy and probably without permission, hide behind the flag of Draghi to propose to the Italians an alternative that does not exist."", 'President Draghi, Italy needs a policy that is up to date and needs you.', 'Mr. President Draghi, Together for the Future there is and will be at your side for Italy and the Italians.']"
445,32,445_misto_nc_ndc_iac,"['misto', 'nc', 'ndc', 'iac', 'quegliariello', 'eu', 'lonardo', 'prc', 'pap', 'se']","['Mr Quegliariello( Misto-Iac( I-C-EU-NdC( NC) ) ) .', 'Mr Quegliariello( Misto-Iac( I-C-EU-NdC( NC) ) ) .', 'Mr Quegliariello( Misto-Iac( I-C-EU-NdC( NC) ) ) .']"
446,32,446_complicated_nothing_than_simple,"['complicated', 'nothing', 'than', 'simple', 'complex', 'more', 'complications', 'stuff', 'itself', 'studies']","['Is it more complicated than that?', ""It's more complicated than that."", ""It's not that complicated, and it's no more complicated than that.""]"
447,32,447_roll_ballot_simultaneous_rule,"['roll', 'ballot', 'simultaneous', 'rule', 'refer', 'call', 'vote', 'by', 'covers', 'voters']","['I refer to the roll-call vote by simultaneous ballot of Rule 3.', 'I refer to the roll-call vote by simultaneous ballot of Rule 3.', 'I refer to the roll-call vote by simultaneous ballot of Rule 3.']"
448,31,448_adhd_waiting_children_behavioral,"['adhd', 'waiting', 'children', 'behavioral', '738', '326', 'months', 'waited', 'list', 'analysis']","[""It's annoying, as I've been on, that there are 1,000 children on the waiting list for ADHD analysis and that we should have a three-year waiting period for them."", 'It is this waiting art and state of mental health that must scream at us from this report, and it will be there, for example. Until the ADHD team is 36 months and today the Land Hospital team has a total of 18 months, depression and anxiety, the group 12 months, the eating team over 18 months, and the development and behavioral center, which is 24 months.', 'In December, 738 children waited for analysis at the Development and Behavioral Station, a mean waiting time of 12 in ◯ 14 months.']"
449,31,449_floor_minutes_respond_two,"['floor', 'minutes', 'respond', 'two', 'give', 'senator', 'pharaoh', 'falco', 'biti', 'parente']","['I give the floor to the Senator Parente to respond for two minutes.', 'I give the floor to the Senator Parente to respond for two minutes.', 'I give the floor to Senator Calandrini to respond for two minutes.']"
450,31,450_meeting_length_10th_4th,"['meeting', 'length', '10th', '4th', 'par', 'mg', 'longer', 'dictates', 'conference', 'congress']","['No matter the 4th mg. 10th par. Congress, about the length of a meeting, suggests that a meeting meeting can last longer than the Senate dictates.', 'No matter the 4th mg. 10th par. Congress, about the length of a meeting, suggests that a meeting meeting can last longer than the Senate dictates.', 'No matter the 4th mg. 10th par. Congress, about the length of a meeting, suggests that a meeting meeting can last longer than the Senate dictates.']"
451,31,451_book_green_bookwork_energy,"['book', 'green', 'bookwork', 'energy', 'challenges', 'started', 'climate', 'books', 'submitted', 'summarises']","['I set out long ago to help even the green book. In this and the Department of Energy is about to bring information both in the Green Book and naturally to members of Congress and the Ministry.', ""Exactly what we're talking about here was so clear in this green book."", 'And what will the Green Book do?']"
452,31,452_disease_prevention_epidemic_control,"['disease', 'prevention', 'epidemic', 'control', 'health', 'decisions', 'committee', 'entrance', 'making', 'theprecaution']","['Disease prevention measures, e.g. It should be noted that if many special interests are placed on the committee, they may become more conflicting if other interests than disease control may outweigh the benefits and determine the decision of a travel committee.', 'It says that the bill can go further and take both the field of disease control and public health from the governor and set up a public health and health care center under the control of a Center for Disease Control.', 'Second, the bill suggests that there will be specific targets for the treatment of disease and disease laws.']"
453,31,453_approve_annex_doesn_followed,"['approve', 'annex', 'doesn', 'followed', 'senate', 'see', 'vote', 'was', 'the', '']","[""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) ."", ""( The vote was followed) . The Senate doesn't approve. ( See Annex B) .""]"
